,序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2161,12,叶松,长信基金,"长信企业精选定开混合,长信利信混合C,长信利信混合E,长信利泰灵活配置混合C,长信利泰灵活配置混合E,长信企业优选一年持有混合,长信利信混合A,长信利泰灵活配置混合A,长信睿进混合C,长信睿进混合A,长信新利灵活配置混合,长信改革红利混合",11 ,71.59,77.3
2162,13,岳帅,诺安基金,"诺安泰鑫一年定开债A,诺安天天宝A,诺安天天宝E,诺安天天宝B,诺安天天宝C,诺安泰鑫一年定开债C,诺安浙享定开债券,诺安货币A,诺安货币B",5 ,612.73,21.42
2163,14,姚爽,博时基金,博时国企改革股票,4 ,4.13,-8.49
2164,15,杨帅,先锋基金,"先锋聚优A,先锋聚优C,先锋聚利混合A,先锋聚利混合C",3 ,0.05,77.79
2165,16,叶盛,汇添富基金,"汇添富稳添利定开债A,汇添富稳添利定开债C,汇添富稳健增益一年持有混合A,汇添富稳健添益一年持有混合,汇添富稳健欣享一年持有混合,汇添富稳健增益一年持有混合C",1 ,90.18,4.4
2166,17,袁素,中加基金,"中加聚鑫纯债一年定开A,中加聚鑫纯债一年定开C,中加心悦混合A,中加心悦混合C,中加聚利纯债定开A,中加聚利纯债定开C,中加瑞鑫纯债债券,中加民丰纯债,中加享润两年定开债,中加博裕纯债债券,中加穗盈纯债债券,中加1-5年国开债指数,中加优悦一年定开债券",1 ,188.15,4.04
2167,18,于善辉,民生加银基金,"民生加银康宁养老(FOF),民生卓越配置6个月混合(FOF),民生加银康宁平衡养老目标三年持有混合(FOF),民生加银稳健配置6个月混合(FOF),民生加银稳健配置9个月持有混合(FOF)",2 ,220.2,25.61
2168,19,杨世进,兴证全球基金,"兴全合宜混合(LOF)C,兴全多维价值混合A,兴全多维价值混合C,兴全合宜混合(LOF)A",1 ,381.86,5.47
2169,20,杨思亮,宝盈基金,"宝盈新价值混合A,宝盈消费主题混合,宝盈新价值混合C,宝盈龙头优选股票A,宝盈龙头优选股票C",4 ,9.92,118.31
2170,21,闫思倩,工银瑞信基金,"工银生态环境股票,工银新能源汽车混合A,工银新能源汽车混合C",4 ,82.86,350.77
2171,22,杨挺,大成基金,"大成正向回报灵活配置混合,大成医药健康股票A,大成医药健康股票C,大成价值增长混合,大成健康产业混合",7 ,24.11,105.31
2172,23,杨涛,博时基金,"博时大中华亚太精选美元现汇,博时沪港深价值优选A,博时沪港深价值优选C,博时大中华亚太精选",4 ,1.71,18.95
2173,24,姚婷,中邮基金,"中邮中证价值回报量化策略A,中邮中证价值回报量化策略C",3 ,0.49,39.51
2174,25,于涛,国金基金,"国金惠盈纯债A,国金惠盈纯债C,国金惠安利率债A,国金惠安利率债C,国金惠盈纯债E,国金惠诚债券A,国金惠诚债券C",2 ,12.87,9.7
2175,26,杨添琦,易方达基金,易方达港股通红利混合,1 ,15.74,10.54
2176,27,杨伟,恒生前海基金,"恒生前海港股通高股息指数,恒生前海中证质量成长A,恒生前海中证质量成长C,恒生沪深港通细分行业龙头A,恒生沪深港通细分行业龙头C",5 ,1.23,47.69
2177,28,袁玮,安信基金,"安信动态策略混合A,安信新常态股票A,安信动态策略混合C,安信价值驱动三年持有混合,安信新常态股票C,安信价值启航混合A,安信价值启航混合C",5 ,22.92,100.71
2178,29,姚炜,中海基金,中海沪港深价值优选混合,3 ,0.89,2
2179,30,闫伟,富国基金,富国消费精选30股票,0 ,20.96,-11.52
2180,31,袁苇,长安基金,"长安裕盛灵活配置混合A,长安裕盛灵活配置混合C",0 ,0.06,-0.61
2181,32,尹为醇,中欧基金,"中欧创新成长灵活配置混合A,中欧创新成长灵活配置混合C",1 ,95.56,8.62
2182,33,袁维德,中欧基金,"中欧潜力价值灵活配置混合A,中欧价值智选混合E,中欧成长优选混合E,中欧价值智选混合C,中欧睿泓定开混合,中欧潜力价值灵活配置混合C,中欧新兴价值一年持有混合A,中欧新兴价值一年持有混合C,中欧价值智选混合A,中欧成长优选混合A",5 ,162.96,128.63
2183,34,杨威风,汇添富基金,"汇添富沪港深新价值股票,汇添富港股通专注成长,汇添富香港混合(QDII)",3 ,16.37,70.82
2184,35,游文峰,广发资产管理,"广发资管核心精选一年持有混合A,广发资管核心精选一年持有混合,广发资管核心精选一年持有混合C",0 ,27.28,-5.27
2185,36,尹维国,天治基金,"天治中国制造2025,天治趋势精选混合,天治新消费混合",7 ,2.3,34.38
2186,37,颜文浩,国投瑞银基金,"国投瑞银钱多宝货币A,国投瑞银钱多宝货币I,国投瑞银增利宝货币A,国投瑞银增利宝货币B,国投瑞银添利宝货币A,国投瑞银添利宝货币B,国投瑞银顺鑫定开,国投瑞银顺祥债券,国投瑞银融华债券,国投瑞银货币A,国投瑞银货币B",7 ,539.12,25.04
2187,38,乐无穹,汇添富基金,"汇添富中证银行ETF联接A,汇添富中证银行ETF联接C,汇添富中证800ETF联接A,汇添富中证800ETF联接C,汇添富科技龙头指数A,汇添富科技龙头指数C,汇添富恒生科技指数发起(QDII)A,汇添富恒生科技指数发起(QDII)C,汇添富中证人工智能主题ETF,汇添富中证沪港深科技龙头ETF,汇添富中证沪港深互联网ETF,添富中证长三角ETF,添富中证800ETF,汇添富中证芯片产业ETF",2 ,54.55,34.62
2188,39,闫雯雯,中金基金,"中金金利A,中金金利C,中金浙金6个月定开债,中金金元A,中金金元C,中金新元6个月定开债A,中金新元6个月定开债C,中金衡益增强债券A,中金衡益增强债券C",1 ,101.01,3.48
2189,40,姚卫巍,浦银安盛基金,"浦银安盛睿和优选3个月持有混合(FOF)A,浦银安盛睿和优选3个月持有混合(FOF)C,浦银安盛嘉和稳健一年持有混合(FOF)A,浦银安盛嘉和稳健一年持有混合(FOF)C",1 ,54.43,10.25
2190,41,颜昕,鑫元基金,"鑫元兴利定期开放债,鑫元裕利债券,鑫元聚利债券,鑫元招利债券,鑫元合利定开债发起式,鑫元中债3-5年国开债指数A,鑫元中债3-5年国开债指数C,鑫元中债1-3年国开债指数A,鑫元中债1-3年国开债指数C,鑫元金融债3个月定开",6 ,61.31,21.39
2191,42,袁曦,银河基金,"银河智慧混合,银河稳健混合,银河蓝筹混合",6 ,23.54,221.08
2192,43,杨鑫,上投摩根基金,"上投摩根双债增利债券A,上投摩根双债增利债券C,上投安丰回报A,上投安丰回报C,上投摩根安通回报混合A,上投摩根安通回报混合C",4 ,9.05,12.44
2193,44,闫旭,华宝基金,"华宝绿色主题混合A,华宝绿色领先股票,华宝绿色主题混合C,华宝行业精选混合",13 ,19.13,126.33
2194,45,杨旭,山西证券,山西策略灵活配置混合,5 ,0.49,4.98
2195,46,叶忻,农银汇理基金,农银汇理永乐3月持有(FOF),1 ,0.77,6.08
2196,47,闫鑫,中金基金,中金消费升级,1 ,3.24,-1.38
2197,48,杨旭,南方基金,"南方安泰混合A,南方安泰混合C",1 ,54.6,8.73
2198,49,俞晓斌,富国基金,"富国稳健增强债券A/B,富国稳健增强债券C,富国目标收益一年期纯债债券,富国泰利定开债发起式,富国两年期理财债券A,富国两年期理财债券C,富国天盈债券(LOF)A,富国双债增强债券A,富国双债增强债券C,富国泰享回报6个月持有混合A,富国泰享回报6个月持有混合C,富国天盈债券(LOF)C,富国科创主题混合",5 ,326.1,170.71
2199,50,杨晓斌,金鹰基金,"金鹰元安混合A,金鹰产业整合混合,金鹰元禧混合C,金鹰元安混合C,金鹰大视野混合A,金鹰大视野混合C,金鹰元禧混合A,金鹰灵活配置混合A,金鹰灵活配置混合C",3 ,26.57,188.58
2200,1,杨霞辉,诺德基金,诺德优选30混合,4 ,0.39,32.25
2201,2,尹晓红,招商基金,"招商安庆债券,招商增浩一年定期开放混合A,招商增浩一年定期开放混合C,招商安阳债券A,招商安阳债券C,招商瑞和1年持有期混合A,招商瑞和1年持有期混合C,招商安盈债券C,招商安盈债券A",4 ,64.64,31.42
2202,3,杨鑫桐,中融基金,"中融产业升级混合,中融创业板两年定开混合",1 ,6.2,44.47
2203,4,杨鑫鑫,工银瑞信基金,工银创新动力股票,8 ,5.74,80.92
2204,5,严筱娴,华夏基金,"华夏创业板ETF联接A,华夏创业板ETF联接C,华夏恒生中国内地企业高股息率ETF,华夏中证内地低碳经济主题ETF,华夏创业板ETF,华夏中证装备产业ETF",0 ,37.07,24.37
2205,6,杨献忠,宝盈基金,"宝盈聚丰两年定开债券A,宝盈聚丰两年定开债券C,宝盈盈润纯债债券,宝盈聚享定期开放债券,宝盈盈辉纯债A,宝盈盈辉纯债C,宝盈聚福39个月定开债A,宝盈聚福39个月定开债C,宝盈盈沛纯债债券A,宝盈盈沛纯债债券C,宝盈货币A,宝盈货币B",3 ,344.34,10.74
2206,7,鄢耀,工银瑞信基金,"工银金融地产混合A,工银新金融股票A,工银总回报灵活配置混合A,工银精选金融地产混合A,工银精选金融地产混合C,工银金融地产混合C,工银总回报灵活配置混合C,工银核心优势混合A,工银核心优势混合C,工银瑞信恒兴6个月持有混合A,工银瑞信恒兴6个月持有混合C,工银新金融股票C",8 ,190.88,331.34
2207,8,杨宇,汇泉基金管理,汇泉策略优选混合,12 ,35.77,1.76
2208,9,袁宜,富国基金,"富国宏观策略灵活配置混合A,富国睿利定开混合发起式,富国国企改革灵活配置混合,富国宏观策略灵活配置混合C",9 ,6.69,339.72
2209,10,于洋,财通资管,"财通资管鑫逸混合A,财通资管鑫逸混合C,财通资管消费精选混合A,财通资管行业精选混合,财通资管优选回报一年持有期混合,财通资管消费升级一年持有A,财通资管消费升级一年持有C,财通资管消费精选混合C",3 ,40.85,190.16
2210,11,叶勇,万家基金,万家双引擎灵活配置混合,3 ,0.49,119.71
2211,12,于洋,天弘基金,"天弘云端生活优选,天弘安康颐养混合C,天弘甄选食品饮料股票A,天弘甄选食品饮料股票C,天弘消费股票A,天弘消费股票C,天弘招添利混合A,天弘招添利混合C,天弘精选混合,天弘永定价值成长混合,天弘安康颐养混合A",2 ,41.95,61.42
2212,13,杨一,红土创新基金,"红土创新增强收益债券A,红土创新增强收益债券C,红土创新稳健混合A,红土创新稳健混合C",2 ,1.19,30.63
2213,14,杨严,德邦基金,"德邦景颐债券A,德邦景颐债券C,德邦德瑞一年定开债,德邦锐裕利率债债券A,德邦锐裕利率债债券C",2 ,15.22,11.91
2214,15,于跃,中加基金,"中加颐享纯债债券,中加颐信纯债债券A,中加颐信纯债债券C,中加颐鑫纯债债券,中加瑞利纯债债券A,中加瑞利纯债债券C,中加享利三年债券,中加科丰价值精选混合,中加瑞合纯债债券,中加科享混合A,中加科享混合C",2 ,161.83,21.88
2215,16,杨扬,申万菱信基金,"申万菱信医药先锋股票,申万菱信消费增长混合",1 ,8.64,20.41
2216,17,杨野,永赢基金,"永赢丰利债券A,永赢丰利债券C,永赢惠益债券A,永赢惠益债券C,永赢昌益债券A,永赢昌益债券C,永赢中债1-3年政金债指数,永赢乾益债券",1 ,111.87,3.98
2217,18,姚艺,宝盈基金,宝盈医疗健康沪港深股票,1 ,6.75,14.63
2218,19,杨洋,华宝基金,"华宝标普油气上游股票美元A,华宝标普美国消费美元,华宝香港中小C,华宝香港大盘C,华宝沪港深中国增强(LOF)C,华宝标普油气上游股票人民币C,华宝标普美国消费人民币C,华宝富时100(QDII)A,华宝富时100(QDII)C,华宝标普油气上游股票人民币A,华宝标普美国消费人民币A,华宝港股通恒生香港35,华宝香港中小(QDII-LOF)A,华宝香港大盘A,华宝沪港深中国增强(LOF)A",0 ,52.76,6.49
2219,20,杨宇,长城基金,"长城行业轮动混合A,长城行业轮动混合C",0 ,3.91,8.52
2220,21,杨宇,华夏基金,"华夏新能源车龙头混合发起式A,华夏新能源车龙头混合发起式C",0 ,,
2221,22,杨岳斌,浦银安盛基金,"浦银安盛先进制造混合A,浦银安盛先进制造混合C,浦银安盛ESG责任投资混合A,浦银安盛ESG责任投资混合C",9 ,28.54,39.24
2222,23,杨烨超,财通基金,"财通收益增强债券C,财通可转债债券C,财通安瑞短债债券A,财通安瑞短债债券C,财通恒利纯债,财通裕泰87个月定开债,财通安盈混合A,财通安盈混合C,财通安华混合发起A,财通安华混合发起C,财通可转债债券A,财通收益增强债券A",4 ,117.39,55.08
2223,24,闫宜乘,中邮基金,"中邮货币A,中邮货币B,中邮现金驿站货币A,中邮现金驿站货币B,中邮现金驿站货币C,中邮睿信增强债,中邮景泰灵活配置混合A,中邮景泰灵活配置混合C,中邮纯债汇利定开债,中邮纯债优选一年定开债A,中邮纯债优选一年定开债C,中邮中债1-3年久期央企20A,中邮中债1-3年久期央企20C,中邮淳悦39个月定开债A,中邮淳悦39个月定开债C,中邮稳定收益债券A,中邮稳定收益债券C",1 ,164.2,14.79
2224,25,闫一帆,创金合信基金,"创金合信中债1-3年政金债A,创金合信中债1-3年政金债C,创金合信鑫日享短债债券A,创金合信鑫日享短债债券C,创金合信鑫利混合A,创金合信鑫利混合C,创金合信鑫祺混合A,创金合信鑫祺混合C,创金合信鑫日享短债债券E,创金合信泰享39个月,创金合信泰博66个月定开债,创金合信鑫祥混合A,创金合信鑫祥混合C,创金合信鑫瑞混合A,创金合信鑫瑞混合C",4 ,105.28,26.67
2225,26,余芽芳,招商基金,"招商瑞庆混合A,招商丰茂灵活混合发起式A,招商丰茂灵活混合发起式C,招商瑞庆混合C,招商瑞文混合A,招商瑞文混合C,招商瑞恒一年持有期混合A,招商瑞恒一年持有期混合C,招商瑞信稳健配置混合A,招商瑞信稳健配置混合C,招商瑞乐6个月持有期混合A,招商瑞乐6个月持有期混合C,招商瑞安1年持有期混合A,招商瑞安1年持有期混合C",4 ,181.48,57.99
2226,27,杨永光,博时基金,"博时新策略灵活配置混合A,博时新策略灵活配置混合C,博时颐泰混合A,博时颐泰混合C,博时鑫惠混合A,博时鑫惠混合C,博时鑫泰混合A,博时鑫泰混合C",10 ,25.87,88.2
2227,28,杨宇俊,中加基金,"中加丰润纯债债券A,中加丰润纯债债券C,中加丰泽纯债债券,中加丰盈一年定开债,中加纯债两年债券A,中加纯债两年债券C,中加颐兴定开债券,中加恒泰定开债券,中加优选中高等级债券A,中加优选中高等级债券C,中加科鑫混合A,中加科鑫混合C",6 ,85.32,111.66
2228,29,杨艳林,大成基金,"大成惠兴一年定开债券,大成景轩中高等级债券A,大成景轩中高等级债券C",1 ,20.59,3.8
2229,30,杨义山,华泰证券(上海)资产管理,"华泰紫金天天金交易型货币B,华泰紫金中债1-5年国开债指数A,华泰紫金中债1-5年国开债指数C,华泰紫金天天金交易型货币A",2 ,29.83,4.37
2230,31,叶瑜珍,申万菱信基金,"申万菱信安鑫优选混合A,申万菱信安鑫优选混合C,申万菱信安泰惠利纯债A,申万菱信安泰惠利纯债C,申万菱信安泰瑞利中短债A,申万菱信安泰瑞利中短债C,申万菱信安泰广利63个月定开债,申万菱信安泰鼎利一年定开债,申万菱信安泰鑫利纯债一年定开债,申万菱信安泰富利三年定开A,申万菱信安泰富利三年定开C,申万菱信收益宝货币E,申万菱信收益宝货币A,申万菱信收益宝货币B",8 ,334.68,48.13
2231,32,杨彦喆,嘉合基金,"嘉合锦创优势精选混合,嘉合消费升级混合,嘉合医疗健康混合,嘉合同顺智选股票A,嘉合同顺智选股票C",2 ,2.78,75.13
2232,33,姚臻,农银汇理基金,"农银汇理金穗纯债3个月定开债,农银金安18个月定开债,农银汇理永盛定期开放混合,农银国债及政金债1-5年指数,农银金润一年定开债",5 ,782.71,26.83
2233,34,杨哲,长盛基金,"长盛可转债债券A,长盛可转债债券C,长盛全债指数增强债券",3 ,3.23,78.25
2234,35,杨喆,同泰基金,"同泰开泰混合A,同泰开泰混合C,同泰慧盈混合A,同泰慧盈混合C,同泰远见混合A,同泰远见混合C,同泰沪深300量化增强A,同泰沪深300量化增强C",2 ,5.17,89.14
2235,36,杨真,易方达基金,"易方达中债3-5年期国债指数,易方达中债7-10年国开债A,易方达富财纯债,易方达中债1-3年国开债A,易方达中债1-3年国开债C,易方达中债3-5年国开行债A,易方达中债3-5年国开行债C,易方达中债1-3年政金债A,易方达中债1-3年政金债C,易方达中债3-5年政金融债指数A,易方达中债3-5年政金融债指数C,易方达中债7-10年国开债C,易方达中债新综指(LOF)A,易方达中债新综指(LOF)C",1 ,175.78,5.53
2236,37,游臻,兴证资管,"兴证资管金麒麟领先优势一年持有混合A,兴证资管金麒麟领先优势一年持有混合C,兴证资管金麒麟消费升级混合A,兴证资管金麒麟消费升级混合B,兴证资管金麒麟消费升级混合C",0 ,13.56,-0.07
2237,38,杨宗昌,易方达基金,"易方达新丝路灵活配置混合,易方达供给改革混合",2 ,103.69,181.74
2238,39,袁作栋,兴银基金,"兴银收益增强债券,兴银丰运稳益回报混合A,兴银丰运稳益回报混合C",2 ,1.21,24.05
2239,40,袁争光,博道基金,"博道卓远混合A,博道卓远混合C,博道志远混合A,博道志远混合C,博道安远6个月定开混合",7 ,5.06,117.88
2240,41,杨子江,国联安基金,"国联安添鑫灵活配置混合A,国联安添鑫灵活配置混合C,国联安鑫乾混合A,国联安鑫乾混合C,国联安鑫隆混合A,国联安鑫隆混合C,国联安鑫汇混合A,国联安鑫汇混合C,国联安鑫发混合A,国联安鑫发混合C,国联安安心成长混合",4 ,16.21,109.34
2241,42,杨振建,博时基金,"博时中证淘金大数据100A,博时中证淘金大数据100I,博时沪深300指数C,博时央企创新驱动ETF联接A,博时央企创新驱动ETF联接C,博时沪深300指数A,博时央企创新驱动ETF",3 ,109.03,53.51
2242,43,姚志鹏,嘉实基金,"嘉实环保低碳股票,嘉实智能汽车股票,嘉实新能源新材料股票A,嘉实新能源新材料股票C,嘉实产业先锋混合A,嘉实产业先锋混合C,嘉实动力先锋混合A,嘉实动力先锋混合C,嘉实时代先锋三年持有混合A,嘉实时代先锋三年持有混合C,嘉实远见先锋一年持有期混合A,嘉实远见先锋一年持有期混合C",5 ,311.61,302.32
2243,44,易智泉,富国基金,"富国臻选成长灵活配置混合,富国兴泉回报12个月持有期混合A,富国兴泉回报12个月持有期混合C,富国稳进回报12个月持有期混合A,富国稳进回报12个月持有期混合C,富国优质企业混合A,富国优质企业混合C,富国诚益回报12个月持有混合A,富国诚益回报12个月持有混合C,富国天源沪港深平衡混合",4 ,86.93,165.92
2244,45,尤之奇,华富基金,"华富中债-安徽信用债A,华富中债-安徽信用债C,华富中债1-3年国开债A,华富中债1-3年国开债C",1 ,4.46,4.7
2245,46,袁忠伟,瑞达基金管理,"瑞达行业轮动混合A,瑞达行业轮动混合C,瑞达鑫红量化6个月持有混合A,瑞达鑫红量化6个月持有混合C",5 ,4.45,1.54
2246,47,杨桢霄,易方达基金,"易方达大健康混合,易方达全球医药行业(QDII)人民币,易方达全球医药行业(QDII)美元,易方达医药生物股票A,易方达医药生物股票C,易方达医疗保健行业混合",5 ,108.86,182.19
2247,48,余志勇,融通基金,"融通增强收益债券A,融通四季添利债券(LOF)C,融通增强收益债券C,融通通鑫灵活配置混合,融通新机遇灵活配置混合,融通新消费灵活配置混合,融通通慧混合A/B,融通沪港深智慧生活灵活配置混合,融通通慧混合C,融通稳健添利混合A,融通稳健添利混合C,融通稳健增长一年持有期混合A,融通稳健增长一年持有期混合C,融通蓝筹成长混合,融通四季添利债券(LOF)A",9 ,30.05,54.81
2248,49,严志勇,西部利得基金,"西部利得聚利6个月定开债A,西部利得聚利6个月定开债C,西部利得聚享一年定开债券A,西部利得聚享一年定开债券C,西部利得聚禾混合A,西部利得聚禾混合C,西部利得得尊纯债C,西部利得聚泰18个月定开债A,西部利得聚泰18个月定开债C,西部利得聚兴一年定开混合A,西部利得聚兴一年定开混合C,西部利得合享A,西部利得合享C,西部利得得尊纯债A,西部利得汇享债券A,西部利得汇享债券C",4 ,91.09,32.24
2249,50,杨志远,华安基金,"华安养老2030三年(FOF),华安稳健养老一年(FOF),华安养老2040三年持有混合(FOF),华安平衡养老三年持有(FOF),华安慧萃组合精选3个月持有混合(FOF)",2 ,35.97,24.65
2250,1,郑爱刚,民生加银基金,"民生加银新动力混合A,民生加银新动力混合D,民生加银前沿科技灵活配置混合,民生加银稳健成长混合",2 ,7.39,111.15
2251,2,张安格,泰信基金,"泰信鑫利混合A,泰信鑫利混合C,泰信汇享利率债债券A,泰信汇享利率债债券C",1 ,10.19,24.14
2252,3,朱蓓,上海海通证券资产管理,"海通量化价值精选一年持有混合B,海通量化价值精选一年持有混合A,海通量化价值精选一年持有混合C",7 ,1.44,-1.21
2253,4,赵蓓,工银瑞信基金,"工银医疗保健股票,工银养老产业股票A,工银前沿医疗股票A,工银科技创新6个月定开混合A,工银科技创新6个月定开混合C,工银前沿医疗股票C,工银成长精选混合A,工银成长精选混合C,工银养老产业股票C",7 ,224.43,347.4
2254,5,张波,富国基金,"富国国有企业债债券A/B,富国国有企业债债券C,富国安益货币A,富国富钱包货币A,富国天时货币C,富国天时货币D,富国收益宝交易型货币A,富国收益宝交易型货币B,富国国有企业债债券D,富国短债债券型A,富国短债债券型C,富国汇远三年定开债A,富国汇远三年定开债C,富国富钱包货币B,富国安益货币B,富国天时货币A,富国天时货币B,富国收益宝交易型货币H",4 ,2512.91,10.44
2255,6,张博,金元顺安基金,"金元顺安优质精选混合C,金元顺安丰利债券,金元顺安优质精选混合A",3 ,34.02,52.77
2256,7,张标,国寿安保基金,"国寿安保稳嘉混合A,国寿安保稳嘉混合C,国寿安保稳寿混合A,国寿安保稳寿混合C,国寿安保稳吉混合A,国寿安保稳吉混合C,国寿安保新蓝筹混合",3 ,24.8,83.96
2257,8,朱蓓,华安基金,张江REIT,0 ,,
2258,9,张蓓蓓(Zhang Phoebe),中泰证券(上海)资管,"中泰蓝月短债A,中泰蓝月短债C,中泰青月中短债A,中泰青月中短债C,中泰青月安盈66个月定开债",2 ,92.16,7.55
2259,10,朱斌全,海富通基金,"海富通新内需混合C,海富通沪深300指数增强C,海富通沪深300指数增强A,海富通量化多因子混合C,海富通量化多因子混合A,海富通阿尔法对冲混合C,海富通阿尔法对冲混合A,海富通新内需混合A,海富通富祥混合,海富通欣益混合C,海富通欣益混合A,海富通欣享灵活配置混合C,海富通欣享灵活配置混合A",3 ,115.4,65.35
2260,11,朱柏蓉,中融基金,"中融1-3年中高等级信用债A,中融1-3年中高等级信用债C,中融1-3年高等级信用债A,中融1-3年高等级信用债C,中融融信双盈A,中融融信双盈C,中融聚业定期开放债券,中融聚汇定期开放债券,中融中债1-5年国开行A,中融中债1-5年国开行C,中融景颐6个月持有期混合A,中融景颐6个月持有期混合C,中融恒阳纯债A,中融恒阳纯债C",3 ,131.46,18.4
2261,12,曾炳祥,上海光大证券资产管理,"光大阳光添利债券A,光大阳光生活18个月混合A,光大阳光添利债券C,光大阳光生活18个月混合B,光大阳光生活18个月混合C",0 ,33.58,3.94
2262,13,周博洋,金元顺安基金,"金元顺安优质精选混合C,金元顺安沣楹债券,金元顺安沣顺定开债,金元顺安沣泉债券,金元顺安丰利债券,金元顺安优质精选混合A,金元顺安丰祥债券",4 ,63.91,44.39
2263,14,詹成,景顺长城基金,"景顺长城品质投资混合,景顺长城沪港深领先科技,景顺长城智能生活混合,景顺长城科技创新混合,景顺长城科创三年定开混合,景顺长城产业趋势混合,景顺长城融景一年持有混合A,景顺长城融景一年持有混合C,景顺长城医疗健康混合A,景顺长城医疗健康混合C",6 ,165.81,133.91
2264,15,周琛,平安基金,"平安财富宝货币A,平安惠隆纯债A,平安合韵定开债,平安合慧定开债,平安惠兴债券,平安惠泰纯债,平安5-10年期政策性金融债A,平安5-10年期政策性金融债C,平安惠隆纯债C,平安财富宝货币C,平安元鑫120天滚动持有中短债A,平安元鑫120天滚动持有中短债C",4 ,581.29,12.9
2265,16,章成,永赢基金,"永赢恒益债券,永赢润益债券A,永赢润益债券C,永赢盛益债券A,永赢盛益债券C,永赢伟益债券,永赢中债-1-5年国开债指数A,永赢中债-1-5年国开债指数C",2 ,96.77,7.64
2266,17,周晨,国泰君安资产管理,"国君资管君得明混合,国君资管君得盈债券A,国君资管君得盛债券,国君资管君得盈债券C",2 ,55.23,53.35
2267,18,朱晨歌,汇安基金,"汇安沪深300指数增强A,汇安沪深300指数增强C,汇安丰裕灵活配置混合A,汇安丰裕灵活配置混合C,汇安量化优选灵活配置A,汇安量化优选灵活配置C,汇安量化先锋混合A,汇安量化先锋混合C,汇安核心资产混合A,汇安核心资产混合C,汇安中证500增强A,汇安中证500增强C,汇安上证证券ETF,汇安富时中国A50ETF",4 ,22.08,85.06
2268,19,朱晨杰,工银瑞信基金,"工银信用纯债三个月定开债A,工银信用纯债三个月定开债C,工银聚安混合A,工银聚安混合C",3 ,13.15,6.62
2269,20,张超梁,方正富邦基金,"方正富邦中证500ETF联接A,方正富邦中证500ETF联接C,方正富邦深证100ETF联接A,方正富邦深证100ETF联接C,方正富邦大湾区综指(LOF),方正富邦中证500ETF,方正富邦沪深300ETF",2 ,10.5,51.85
2270,21,朱才敏,华安基金,"华安双债添利债券A,华安双债添利债券C,华安汇财通货币,华安新回报灵活配置混合,华安添颐混合,华安安禧混合A,华安安禧混合C,华安新泰利灵活配置混合A,华安新泰利灵活配置混合C,华安鼎信3个月定开债,华安添和一年债券A,华安添和一年债券C,华安科创主题混合",7 ,444.56,51.69
2271,22,张昌平,西部利得基金,西部利得事件驱动股票,1 ,2.85,57.95
2272,23,周春泉,景顺长城基金,"景顺长城量化港股通股票,景顺长城泰阳回报混合A,景顺长城泰阳回报混合C",1 ,2.46,2.19
2273,24,郑澄然,广发基金,"广发鑫享混合,广发高端制造股票A,广发高端制造股票C,广发兴诚混合A,广发兴诚混合C,广发诚享混合A,广发诚享混合C",1 ,421.74,135.62
2274,25,张城源,华夏基金,"华夏新锦绣混合A,华夏新锦绣混合C,华夏磐利一年定开混合A,华夏磐利一年定开混合C,华夏磐锐一年定开混合A,华夏磐锐一年定开混合C,华夏磐益一年定开混合,华夏磐泰混合(LOF)",5 ,40.53,47.4
2275,26,邹承原,南方基金,"南方军工改革灵活配置混合A,南方军工改革灵活配置混合C",0 ,33.52,35.84
2276,27,朱丹,金鹰基金,金鹰红利价值混合,10 ,0.6,4.26
2277,28,张丁,上海光大证券资产管理,"光大阳光添利债券A,光大阳光稳债收益12个月持有债券A,光大阳光添利债券C,光大阳光稳债收益12个月持有债券C,光大阳光北斗星180天滚动C,光大阳光北斗星180天滚动A",2 ,104.51,16.37
2278,29,郑栋,恒生前海基金,"恒生沪港深新兴产业精选混合,恒生前海消费升级混合",2 ,2.2,59.76
2279,30,朱丹,国泰基金,国泰恒生港股通指数(LOF),1 ,0.38,2.21
2280,31,张玓,民生加银基金,"民生加银现金增利货币D,民生加银鑫安纯债A,民生加银鑫安纯债C,民生加银鑫元纯债A,民生加银鑫元纯债C,民生加银睿通3个月定开债,民生加银1-3年农发行债,民生加银39个月定期纯债,民生加银中债1-5年政金债指数,民生加银现金增利货币A,民生加银现金增利货币B",1 ,281.84,3.09
2281,32,张东波,中欧基金,"中欧货币C,中欧货币D,中欧骏泰货币,中欧货币A,中欧货币B",0 ,147.88,0.21
2282,33,赵端端,泓德基金,"泓德泓富混合A,泓德泓富混合C,泓德裕泰债券A,泓德裕泰债券C,泓德裕荣纯债债券A,泓德裕荣纯债债券C,泓德裕泽一年定开债券A,泓德裕泽一年定开债券C,泓德裕祥债券A,泓德裕祥债券C,泓德裕鑫一年定开债券A,泓德裕鑫一年定开债券C,泓德睿享一年持有期混合A,泓德睿享一年持有期混合C,泓德慧享混合A,泓德慧享混合C",3 ,114.01,38.69
