净值日期,单位净值,累计净值,日增长率,情绪指数
2016/1/24,1.121,1.121,0,0
2016/1/25,1.13,1.13,0.8029,0
2016/1/26,1.081,1.081,-4.3363,0
2016/1/27,1.072,1.072,-0.8326,0
2016/1/28,1.049,1.049,-2.1455,0
2016/1/29,1.078,1.078,2.7645,0
2016/1/30,1.078,1.078,0,0
2016/1/31,1.078,1.078,0,0
2016/2/1,1.079,1.079,0.0928,0
2016/2/2,1.103,1.103,2.2243,0
2016/2/3,1.103,1.103,0,0
2016/2/4,1.114,1.114,0.9973,0
2016/2/5,1.106,1.106,-0.7181,0
2016/2/6,1.106,1.106,0,0
2016/2/7,1.106,1.106,0,0
2016/2/8,1.106,1.106,0,0
2016/2/9,1.106,1.106,0,0
2016/2/10,1.106,1.106,0,0
2016/2/11,1.106,1.106,0,0
2016/2/12,1.106,1.106,0,0
2016/2/13,1.106,1.106,0,0
2016/2/14,1.106,1.106,0,0
2016/2/15,1.096,1.096,-0.9042,0
2016/2/16,1.123,1.123,2.4635,0
2016/2/17,1.128,1.128,0.4452,0
2016/2/18,1.122,1.122,-0.5319,1
2016/2/19,1.121,1.121,-0.0891,0
2016/2/20,1.121,1.121,0,0
2016/2/21,1.121,1.121,0,0
2016/2/22,1.144,1.144,2.0517,0
2016/2/23,1.143,1.143,-0.0874,0
2016/2/24,1.143,1.143,0,0
2016/2/25,1.076,1.076,-5.8618,0
2016/2/26,1.084,1.084,0.7435,0
2016/2/27,1.084,1.084,0,0
2016/2/28,1.084,1.084,0,0
2016/2/29,1.047,1.047,-3.4133,0
2016/3/1,1.068,1.068,2.0057,0
2016/3/2,1.113,1.113,4.2135,0
2016/3/3,1.117,1.117,0.3594,0
2016/3/4,1.115,1.115,-0.1791,0
2016/3/5,1.115,1.115,0,0
2016/3/6,1.115,1.115,0,0
2016/3/7,1.124,1.124,0.8072,0
2016/3/8,1.123,1.123,-0.089,0
2016/3/9,1.111,1.111,-1.0686,0
2016/3/10,1.107,1.107,-0.36,0
2016/3/11,1.105,1.105,-0.1807,0
2016/3/12,1.105,1.105,0,0
2016/3/13,1.105,1.105,0,0
2016/3/14,1.119,1.119,1.267,0
2016/3/15,1.119,1.119,0,0
2016/3/16,1.108,1.108,-0.983,0
2016/3/17,1.13,1.13,1.9856,0
2016/3/18,1.15,1.15,1.7699,0
2016/3/19,1.15,1.15,0,0
2016/3/20,1.15,1.15,0,0
2016/3/21,1.166,1.166,1.3913,0
2016/3/22,1.166,1.166,0,0
2016/3/23,1.167,1.167,0.0858,0
2016/3/24,1.165,1.165,-0.1714,0
2016/3/25,1.172,1.172,0.6009,0
2016/3/26,1.172,1.172,0,0
2016/3/27,1.172,1.172,0,0
2016/3/28,1.181,1.181,0.7679,0
2016/3/29,1.164,1.164,-1.4395,0
2016/3/30,1.188,1.188,2.0619,0
2016/3/31,1.194,1.194,0.5051,0
2016/4/1,1.187,1.187,-0.5863,0
2016/4/2,1.187,1.187,0,0
2016/4/3,1.187,1.187,0,0
2016/4/4,1.187,1.187,0,0
2016/4/5,1.205,1.205,1.5164,0
2016/4/6,1.219,1.219,1.1618,0
2016/4/7,1.201,1.201,-1.4766,0
2016/4/8,1.194,1.194,-0.5828,0
2016/4/9,1.194,1.194,0,0
2016/4/10,1.194,1.194,0,0
2016/4/11,1.209,1.209,1.2563,0
2016/4/12,1.205,1.205,-0.3309,0
2016/4/13,1.21,1.21,0.4149,0
2016/4/14,1.22,1.22,0.8264,0
2016/4/15,1.215,1.215,-0.4098,0
2016/4/16,1.215,1.215,0,0
2016/4/17,1.215,1.215,0,0
2016/4/18,1.206,1.206,-0.7407,1
2016/4/19,1.211,1.211,0.4146,0
2016/4/20,1.176,1.176,-2.8902,0
2016/4/21,1.173,1.173,-0.2551,0
2016/4/22,1.194,1.194,1.7903,0
2016/4/23,1.194,1.194,0,0
2016/4/24,1.194,1.194,0,0
2016/4/25,1.19,1.19,-0.335,0
2016/4/26,1.201,1.201,0.9244,0
2016/4/27,1.206,1.206,0.4163,0
2016/4/28,1.204,1.204,-0.1658,0
2016/4/29,1.213,1.213,0.7475,1
2016/4/30,1.213,1.213,0,0
2016/5/1,1.213,1.213,0,0
2016/5/2,1.213,1.213,0,0
2016/5/3,1.259,1.259,3.7923,0
2016/5/4,1.25,1.25,-0.7149,0
2016/5/5,1.252,1.252,0.16,0
2016/5/6,1.212,1.212,-3.1949,0
2016/5/7,1.212,1.212,0,0
2016/5/8,1.212,1.212,0,0
2016/5/9,1.202,1.202,-0.8251,0
2016/5/10,1.218,1.218,1.3311,1
2016/5/11,1.235,1.235,1.3957,1
2016/5/12,1.233,1.233,-0.1619,0
2016/5/13,1.221,1.221,-0.9732,0
2016/5/14,1.221,1.221,0,0
2016/5/15,1.221,1.221,0,0
2016/5/16,1.238,1.238,1.3923,0
2016/5/17,1.225,1.225,-1.0501,1
2016/5/18,1.2,1.2,-2.0408,0
2016/5/19,1.199,1.199,-0.0833,0
2016/5/20,1.21,1.21,0.9174,0
2016/5/21,1.21,1.21,0,0
2016/5/22,1.21,1.21,0,0
2016/5/23,1.224,1.224,1.157,0
2016/5/24,1.209,1.209,-1.2255,0
2016/5/25,1.2,1.2,-0.7444,0
2016/5/26,1.208,1.208,0.6667,0
2016/5/27,1.207,1.207,-0.0828,0
2016/5/28,1.207,1.207,0,0
2016/5/29,1.207,1.207,0,0
2016/5/30,1.203,1.203,-0.3314,0
2016/5/31,1.243,1.243,3.325,0
2016/6/1,1.246,1.246,0.2414,0
2016/6/2,1.252,1.252,0.4815,0
2016/6/3,1.279,1.279,2.1565,0
2016/6/4,1.279,1.279,0,0
2016/6/5,1.279,1.279,0,0
2016/6/6,1.284,1.284,0.3909,0
2016/6/7,1.288,1.288,0.3115,0
2016/6/8,1.274,1.274,-1.087,0
2016/6/9,1.274,1.274,0,0
2016/6/10,1.274,1.274,0,0
2016/6/11,1.274,1.274,0,1
2016/6/12,1.274,1.274,0,0
2016/6/13,1.239,1.239,-2.7473,0
2016/6/14,1.262,1.262,1.8563,0
2016/6/15,1.291,1.291,2.2979,0
2016/6/16,1.284,1.284,-0.5422,0
2016/6/17,1.306,1.306,1.7134,0
2016/6/18,1.306,1.306,0,0
2016/6/19,1.306,1.306,0,0
2016/6/20,1.301,1.301,-0.3828,0
2016/6/21,1.287,1.287,-1.0761,0
2016/6/22,1.298,1.298,0.8547,0
2016/6/23,1.29,1.29,-0.6163,0
2016/6/24,1.279,1.279,-0.8527,1
2016/6/25,1.279,1.279,0,0
2016/6/26,1.279,1.279,0,0
2016/6/27,1.312,1.312,2.5801,0
2016/6/28,1.311,1.311,-0.0762,0
2016/6/29,1.311,1.311,0,0
2016/6/30,1.316,1.316,0.3814,0
2016/7/1,1.316,1.316,0,0
2016/7/2,1.316,1.316,0,0
2016/7/3,1.316,1.316,0,0
2016/7/4,1.334,1.334,1.3678,0
2016/7/5,1.341,1.341,0.5247,0
2016/7/6,1.372,1.372,2.3117,1
2016/7/7,1.364,1.364,-0.5831,1
2016/7/8,1.362,1.362,-0.1466,0
2016/7/9,1.362,1.362,0,0
2016/7/10,1.362,1.362,0,0
2016/7/11,1.382,1.382,1.4684,0
2016/7/12,1.426,1.426,3.1838,0
2016/7/13,1.412,1.412,-0.9818,0
2016/7/14,1.409,1.409,-0.2125,0
2016/7/15,1.422,1.422,0.9226,0
2016/7/16,1.422,1.422,0,0
2016/7/17,1.422,1.422,0,0
2016/7/18,1.418,1.418,-0.2813,1
2016/7/19,1.394,1.394,-1.6925,0
2016/7/20,1.391,1.391,-0.2152,0
2016/7/21,1.4,1.4,0.647,0
2016/7/22,1.374,1.374,-1.8571,0
2016/7/23,1.374,1.374,0,0
2016/7/24,1.374,1.374,0,0
2016/7/25,1.375,1.375,0.0728,0
2016/7/26,1.414,1.414,2.8364,1
2016/7/27,1.387,1.387,-1.9095,0
2016/7/28,1.41,1.41,1.6583,1
2016/7/29,1.408,1.408,-0.1418,0
2016/7/30,1.408,1.408,0,0
2016/7/31,1.408,1.408,0,0
2016/8/1,1.382,1.382,-1.8466,0
2016/8/2,1.381,1.381,-0.0724,0
2016/8/3,1.385,1.385,0.2896,0
2016/8/4,1.384,1.384,-0.0722,0
2016/8/5,1.377,1.377,-0.5058,0
2016/8/6,1.377,1.377,0,0
2016/8/7,1.377,1.377,0,0
2016/8/8,1.388,1.388,0.7988,0
2016/8/9,1.406,1.406,1.2968,0
2016/8/10,1.397,1.397,-0.6401,0
2016/8/11,1.396,1.396,-0.0716,0
2016/8/12,1.403,1.403,0.5014,0
2016/8/13,1.403,1.403,0,0
2016/8/14,1.403,1.403,0,0
2016/8/15,1.432,1.432,2.067,0
2016/8/16,1.432,1.432,0,0
2016/8/17,1.437,1.437,0.3492,0
2016/8/18,1.424,1.424,-0.9047,0
2016/8/19,1.417,1.417,-0.4916,0
2016/8/20,1.417,1.417,0,0
2016/8/21,1.417,1.417,0,0
2016/8/22,1.413,1.413,-0.2823,0
2016/8/23,1.412,1.412,-0.0708,1
2016/8/24,1.403,1.403,-0.6374,0
2016/8/25,1.392,1.392,-0.784,0
2016/8/26,1.389,1.389,-0.2155,0
2016/8/27,1.389,1.389,0,0
2016/8/28,1.389,1.389,0,0
2016/8/29,1.381,1.381,-0.576,0
2016/8/30,1.382,1.382,0.0724,0
2016/8/31,1.386,1.386,0.2894,0
2016/9/1,1.379,1.379,-0.5051,1
2016/9/2,1.371,1.371,-0.5801,0
2016/9/3,1.371,1.371,0,0
2016/9/4,1.371,1.371,0,0
2016/9/5,1.376,1.376,0.3647,0
2016/9/6,1.388,1.388,0.8721,0
2016/9/7,1.38,1.38,-0.5764,0
2016/9/8,1.377,1.377,-0.2174,0
2016/9/9,1.367,1.367,-0.7262,0
2016/9/10,1.367,1.367,0,0
2016/9/11,1.367,1.367,0,0
2016/9/12,1.337,1.337,-2.1946,0
2016/9/13,1.342,1.342,0.374,0
2016/9/14,1.328,1.328,-1.0432,0
2016/9/15,1.328,1.328,0,0
2016/9/16,1.328,1.328,0,0
2016/9/17,1.328,1.328,0,0
2016/9/18,1.328,1.328,0,0
2016/9/19,1.344,1.344,1.2048,0
2016/9/20,1.342,1.342,-0.1488,0
2016/9/21,1.343,1.343,0.0745,0
2016/9/22,1.354,1.354,0.8191,0
2016/9/23,1.351,1.351,-0.2216,0
2016/9/24,1.351,1.351,0,0
2016/9/25,1.351,1.351,0,0
2016/9/26,1.332,1.332,-1.4064,0
2016/9/27,1.341,1.341,0.6757,0
2016/9/28,1.342,1.342,0.0746,0
2016/9/29,1.348,1.348,0.4471,0
2016/9/30,1.365,1.365,1.2611,0
2016/10/1,1.365,1.365,0,1
2016/10/2,1.365,1.365,0,0
2016/10/3,1.365,1.365,0,0
2016/10/4,1.365,1.365,0,0
2016/10/5,1.365,1.365,0,0
2016/10/6,1.365,1.365,0,1
2016/10/7,1.365,1.365,0,0
2016/10/8,1.365,1.365,0,0
2016/10/9,1.365,1.365,0,0
2016/10/10,1.377,1.377,0.8791,0
2016/10/11,1.377,1.377,0,0
2016/10/12,1.375,1.375,-0.1452,0
2016/10/13,1.369,1.369,-0.4364,0
2016/10/14,1.368,1.368,-0.073,0
2016/10/15,1.368,1.368,0,0
2016/10/16,1.368,1.368,0,0
2016/10/17,1.359,1.359,-0.6579,0
2016/10/18,1.375,1.375,1.1773,0
2016/10/19,1.37,1.37,-0.3636,0
2016/10/20,1.37,1.37,0,0
2016/10/21,1.369,1.369,-0.073,0
2016/10/22,1.369,1.369,0,0
2016/10/23,1.369,1.369,0,0
2016/10/24,1.376,1.376,0.5113,0
2016/10/25,1.397,1.397,1.5262,0
2016/10/26,1.404,1.404,0.5011,0
2016/10/27,1.401,1.401,-0.2137,0
2016/10/28,1.399,1.399,-0.1428,0
2016/10/29,1.399,1.399,0,0
2016/10/30,1.399,1.399,0,0
2016/10/31,1.404,1.404,0.3574,0
2016/11/1,1.415,1.415,0.7835,0
2016/11/2,1.403,1.403,-0.8481,0
2016/11/3,1.405,1.405,0.1426,0
2016/11/4,1.394,1.394,-0.7829,0
2016/11/5,1.394,1.394,0,0
2016/11/6,1.394,1.394,0,1
2016/11/7,1.392,1.392,-0.1435,0
2016/11/8,1.406,1.406,1.0057,1
2016/11/9,1.397,1.397,-0.6401,0
2016/11/10,1.41,1.41,0.9306,0
2016/11/11,1.404,1.404,-0.4255,0
2016/11/12,1.404,1.404,0,0
2016/11/13,1.404,1.404,0,0
2016/11/14,1.394,1.394,-0.7123,0
2016/11/15,1.404,1.404,0.7174,0
2016/11/16,1.4,1.4,-0.2849,0
2016/11/17,1.404,1.404,0.2857,0
2016/11/18,1.4,1.4,-0.2849,0
2016/11/19,1.4,1.4,0,0
2016/11/20,1.4,1.4,0,0
2016/11/21,1.402,1.402,0.1429,0
2016/11/22,1.407,1.407,0.3566,0
2016/11/23,1.427,1.427,1.4215,0
2016/11/24,1.446,1.446,1.3315,0
2016/11/25,1.455,1.455,0.6224,0
2016/11/26,1.455,1.455,0,1
2016/11/27,1.455,1.455,0,0
2016/11/28,1.466,1.466,0.756,0
2016/11/29,1.496,1.496,2.0464,0
2016/11/30,1.475,1.475,-1.4037,0
2016/12/1,1.495,1.495,1.3559,0
2016/12/2,1.469,1.469,-1.7391,0
2016/12/3,1.469,1.469,0,0
2016/12/4,1.469,1.469,0,0
2016/12/5,1.438,1.438,-2.1103,0
2016/12/6,1.452,1.452,0.9736,0
2016/12/7,1.455,1.455,0.2066,0
2016/12/8,1.469,1.469,0.9622,0
2016/12/9,1.475,1.475,0.4084,0
2016/12/10,1.475,1.475,0,0
2016/12/11,1.475,1.475,0,0
2016/12/12,1.435,1.435,-2.7119,0
2016/12/13,1.446,1.446,0.7666,0
2016/12/14,1.43,1.43,-1.1065,1
2016/12/15,1.409,1.409,-1.4685,0
2016/12/16,1.42,1.42,0.7807,0
2016/12/17,1.42,1.42,0,0
2016/12/18,1.42,1.42,0,0
2016/12/19,1.418,1.418,-0.1408,0
2016/12/20,1.411,1.411,-0.4937,0
2016/12/21,1.417,1.417,0.4252,0
2016/12/22,1.418,1.418,0.0706,0
2016/12/23,1.4,1.4,-1.2694,0
2016/12/24,1.4,1.4,0,0
2016/12/25,1.4,1.4,0,0
2016/12/26,1.404,1.404,0.2857,0
2016/12/27,1.407,1.407,0.2137,0
2016/12/28,1.401,1.401,-0.4264,0
2016/12/29,1.401,1.401,0,1
2016/12/30,1.413,1.413,0.8565,0
2016/12/31,1.413,1.413,0,0
2017/1/1,1.413,1.413,0,0
2017/1/2,1.413,1.413,0,0
2017/1/3,1.426,1.426,0.92,0
2017/1/4,1.455,1.455,2.0337,0
2017/1/5,1.45,1.45,-0.3436,0
2017/1/6,1.446,1.446,-0.2759,0
2017/1/7,1.446,1.446,0,0
2017/1/8,1.446,1.446,0,0
2017/1/9,1.449,1.449,0.2075,0
2017/1/10,1.453,1.453,0.2761,0
2017/1/11,1.437,1.437,-1.1012,0
2017/1/12,1.425,1.425,-0.8351,0
2017/1/13,1.422,1.422,-0.2105,0
2017/1/14,1.422,1.422,0,0
2017/1/15,1.422,1.422,0,0
2017/1/16,1.421,1.421,-0.0703,0
2017/1/17,1.435,1.435,0.9852,0
2017/1/18,1.449,1.449,0.9756,0
2017/1/19,1.45,1.45,0.069,0
2017/1/20,1.461,1.461,0.7586,0
2017/1/21,1.461,1.461,0,0
2017/1/22,1.461,1.461,0,0
2017/1/23,1.459,1.459,-0.1369,0
2017/1/24,1.46,1.46,0.0685,0
2017/1/25,1.464,1.464,0.274,0
2017/1/26,1.466,1.466,0.1366,0
2017/1/27,1.466,1.466,0,0
2017/1/28,1.466,1.466,0,0
2017/1/29,1.466,1.466,0,0
2017/1/30,1.466,1.466,0,0
2017/1/31,1.466,1.466,0,0
2017/2/1,1.466,1.466,0,0
2017/2/2,1.466,1.466,0,0
2017/2/3,1.456,1.456,-0.6821,0
2017/2/4,1.456,1.456,0,0
2017/2/5,1.456,1.456,0,0
2017/2/6,1.46,1.46,0.2747,0
2017/2/7,1.457,1.457,-0.2055,0
2017/2/8,1.462,1.462,0.3432,0
2017/2/9,1.47,1.47,0.5472,0
2017/2/10,1.473,1.473,0.2041,1
2017/2/11,1.473,1.473,0,0
2017/2/12,1.473,1.473,0,0
2017/2/13,1.499,1.499,1.7651,0
2017/2/14,1.496,1.496,-0.2001,0
2017/2/15,1.491,1.491,-0.3342,0
2017/2/16,1.502,1.502,0.7378,0
2017/2/17,1.51,1.51,0.5326,0
2017/2/18,1.51,1.51,0,0
2017/2/19,1.51,1.51,0,0
2017/2/20,1.555,1.555,2.9801,1
2017/2/21,1.553,1.553,-0.1286,0
2017/2/22,1.567,1.567,0.9015,0
2017/2/23,1.562,1.562,-0.3191,1
2017/2/24,1.555,1.555,-0.4481,1
2017/2/25,1.555,1.555,0,0
2017/2/26,1.555,1.555,0,0
2017/2/27,1.533,1.533,-1.4148,1
2017/2/28,1.538,1.538,0.3262,0
2017/3/1,1.543,1.543,0.3251,0
2017/3/2,1.537,1.537,-0.3889,0
2017/3/3,1.542,1.542,0.3253,0
2017/3/4,1.542,1.542,0,0
2017/3/5,1.542,1.542,0,0
2017/3/6,1.564,1.564,1.4267,0
2017/3/7,1.58,1.58,1.023,1
2017/3/8,1.576,1.576,-0.2532,1
2017/3/9,1.569,1.569,-0.4442,1
2017/3/10,1.587,1.587,1.1472,1
2017/3/11,1.587,1.587,0,1
2017/3/12,1.587,1.587,0,0
2017/3/13,1.597,1.597,0.6301,1
2017/3/14,1.595,1.595,-0.1252,1
2017/3/15,1.608,1.608,0.815,0
2017/3/16,1.6,1.6,-0.4975,1
2017/3/17,1.591,1.591,-0.5625,1
2017/3/18,1.591,1.591,0,0
2017/3/19,1.591,1.591,0,0
2017/3/20,1.596,1.596,0.3143,0
2017/3/21,1.635,1.635,2.4436,0
2017/3/22,1.651,1.651,0.9786,0
2017/3/23,1.649,1.649,-0.1211,0
2017/3/24,1.65,1.65,0.0606,0
2017/3/25,1.65,1.65,0,1
2017/3/26,1.65,1.65,0,0
2017/3/27,1.626,1.626,-1.4545,0
2017/3/28,1.625,1.625,-0.0615,0
2017/3/29,1.631,1.631,0.3692,0
2017/3/30,1.621,1.621,-0.6131,0
2017/3/31,1.637,1.637,0.987,0
2017/4/1,1.637,1.637,0,0
2017/4/2,1.637,1.637,0,0
2017/4/3,1.637,1.637,0,0
2017/4/4,1.637,1.637,0,0
2017/4/5,1.637,1.637,0,0
2017/4/6,1.641,1.641,0.2443,0
2017/4/7,1.638,1.638,-0.1828,0
2017/4/8,1.638,1.638,0,0
2017/4/9,1.638,1.638,0,0
2017/4/10,1.616,1.616,-1.3431,0
2017/4/11,1.605,1.605,-0.6807,0
2017/4/12,1.614,1.614,0.5607,1
2017/4/13,1.631,1.631,1.0533,0
2017/4/14,1.617,1.617,-0.8584,0
2017/4/15,1.617,1.617,0,0
2017/4/16,1.617,1.617,0,0
2017/4/17,1.633,1.633,0.9895,1
2017/4/18,1.665,1.665,1.9596,0
2017/4/19,1.673,1.673,0.4805,0
2017/4/20,1.703,1.703,1.7932,0
2017/4/21,1.691,1.691,-0.7046,0
2017/4/22,1.691,1.691,0,0
2017/4/23,1.691,1.691,0,1
2017/4/24,1.676,1.676,-0.887,0
2017/4/25,1.714,1.714,2.2673,0
2017/4/26,1.702,1.702,-0.7001,0
2017/4/27,1.705,1.705,0.1763,0
2017/4/28,1.681,1.681,-1.4076,0
2017/4/29,1.681,1.681,0,1
2017/4/30,1.681,1.681,0,0
2017/5/1,1.681,1.681,0,0
2017/5/2,1.685,1.685,0.238,0
2017/5/3,1.693,1.693,0.4748,0
2017/5/4,1.687,1.687,-0.3544,1
2017/5/5,1.689,1.689,0.1186,0
2017/5/6,1.689,1.689,0,0
2017/5/7,1.689,1.689,0,1
2017/5/8,1.661,1.661,-1.6578,0
2017/5/9,1.658,1.658,-0.1806,0
2017/5/10,1.661,1.661,0.1809,0
2017/5/11,1.688,1.688,1.6255,0
2017/5/12,1.697,1.697,0.5332,0
2017/5/13,1.697,1.697,0,0
2017/5/14,1.697,1.697,0,0
2017/5/15,1.704,1.704,0.4125,0
2017/5/16,1.736,1.736,1.8779,0
2017/5/17,1.713,1.713,-1.3249,0
2017/5/18,1.709,1.709,-0.2335,1
2017/5/19,1.725,1.725,0.9362,1
2017/5/20,1.725,1.725,0,0
2017/5/21,1.725,1.725,0,0
2017/5/22,1.731,1.731,0.3478,0
2017/5/23,1.753,1.753,1.2709,0
2017/5/24,1.746,1.746,-0.3993,0
2017/5/25,1.741,1.741,-0.2864,0
2017/5/26,1.748,1.748,0.4021,0
2017/5/27,1.748,1.748,0,1
2017/5/28,1.748,1.748,0,0
2017/5/29,1.748,1.748,0,0
2017/5/30,1.748,1.748,0,1
2017/5/31,1.75,1.75,0.1144,0
2017/6/1,1.758,1.758,0.4571,0
2017/6/2,1.751,1.751,-0.3982,0
2017/6/3,1.751,1.751,0,0
2017/6/4,1.751,1.751,0,1
2017/6/5,1.739,1.739,-0.6853,0
2017/6/6,1.773,1.773,1.9551,0
2017/6/7,1.801,1.801,1.5792,0
2017/6/8,1.835,1.835,1.8878,0
2017/6/9,1.84,1.84,0.2725,0
2017/6/10,1.84,1.84,0,1
2017/6/11,1.84,1.84,0,0
2017/6/12,1.865,1.865,1.3587,0
2017/6/13,1.869,1.869,0.2145,0
2017/6/14,1.845,1.845,-1.2841,0
2017/6/15,1.834,1.834,-0.5962,0
2017/6/16,1.82,1.82,-0.7634,0
2017/6/17,1.82,1.82,0,0
2017/6/18,1.82,1.82,0,0
2017/6/19,1.841,1.841,1.1538,0
2017/6/20,1.837,1.837,-0.2173,0
2017/6/21,1.879,1.879,2.2863,0
2017/6/22,1.872,1.872,-0.3725,0
2017/6/23,1.898,1.898,1.3889,0
2017/6/24,1.898,1.898,0,1
2017/6/25,1.898,1.898,0,0
2017/6/26,1.927,1.927,1.5279,0
2017/6/27,1.928,1.928,0.0519,0
2017/6/28,1.893,1.893,-1.8154,0
2017/6/29,1.894,1.894,0.0528,0
2017/6/30,1.904,1.904,0.528,0
2017/7/1,1.904,1.904,0,0
2017/7/2,1.904,1.904,0,0
2017/7/3,1.874,1.874,-1.5756,0
2017/7/4,1.852,1.852,-1.174,0
2017/7/5,1.88,1.88,1.5119,0
2017/7/6,1.881,1.881,0.0532,0
2017/7/7,1.858,1.858,-1.2228,0
2017/7/8,1.858,1.858,0,0
2017/7/9,1.858,1.858,0,0
2017/7/10,1.861,1.861,0.1615,0
2017/7/11,1.895,1.895,1.827,0
2017/7/12,1.87,1.87,-1.3193,0
2017/7/13,1.865,1.865,-0.2674,0
2017/7/14,1.877,1.877,0.6434,0
2017/7/15,1.877,1.877,0,0
2017/7/16,1.877,1.877,0,0
2017/7/17,1.858,1.858,-1.0123,0
2017/7/18,1.855,1.855,-0.1615,0
2017/7/19,1.867,1.867,0.6469,0
2017/7/20,1.895,1.895,1.4997,0
2017/7/21,1.894,1.894,-0.0528,0
2017/7/22,1.894,1.894,0,0
2017/7/23,1.894,1.894,0,0
2017/7/24,1.921,1.921,1.4256,0
2017/7/25,1.916,1.916,-0.2603,0
2017/7/26,1.879,1.879,-1.9311,0
2017/7/27,1.872,1.872,-0.3725,0
2017/7/28,1.904,1.904,1.7094,0
2017/7/29,1.904,1.904,0,0
2017/7/30,1.904,1.904,0,0
2017/7/31,1.9,1.9,-0.2101,0
2017/8/1,1.905,1.905,0.2632,0
2017/8/2,1.895,1.895,-0.5249,0
2017/8/3,1.865,1.865,-1.5831,0
2017/8/4,1.851,1.851,-0.7507,0
2017/8/5,1.851,1.851,0,0
2017/8/6,1.851,1.851,0,0
2017/8/7,1.89,1.89,2.107,0
2017/8/8,1.891,1.891,0.0529,0
2017/8/9,1.931,1.931,2.1153,0
2017/8/10,1.929,1.929,-0.1036,0
2017/8/11,1.901,1.901,-1.4515,0
2017/8/12,1.901,1.901,0,0
2017/8/13,1.901,1.901,0,1
2017/8/14,1.929,1.929,1.4729,0
2017/8/15,1.924,1.924,-0.2592,0
2017/8/16,1.911,1.911,-0.6757,0
2017/8/17,1.903,1.903,-0.4186,0
2017/8/18,1.903,1.903,0,0
2017/8/19,1.903,1.903,0,0
2017/8/20,1.903,1.903,0,0
2017/8/21,1.911,1.911,0.4204,0
2017/8/22,1.909,1.909,-0.1047,0
2017/8/23,1.917,1.917,0.4191,0
2017/8/24,1.915,1.915,-0.1043,0
2017/8/25,1.925,1.925,0.5222,0
2017/8/26,1.925,1.925,0,0
2017/8/27,1.925,1.925,0,1
2017/8/28,1.941,1.941,0.8312,0
2017/8/29,1.926,1.926,-0.7728,0
2017/8/30,1.944,1.944,0.9346,0
2017/8/31,1.939,1.939,-0.2572,0
2017/9/1,1.937,1.937,-0.1031,0
2017/9/2,1.937,1.937,0,0
2017/9/3,1.937,1.937,0,0
2017/9/4,1.921,1.921,-0.826,0
2017/9/5,1.925,1.925,0.2082,0
2017/9/6,1.914,1.914,-0.5714,0
2017/9/7,1.902,1.902,-0.627,0
2017/9/8,1.889,1.889,-0.6835,0
2017/9/9,1.889,1.889,0,0
2017/9/10,1.889,1.889,0,0
2017/9/11,1.895,1.895,0.3176,0
2017/9/12,1.902,1.902,0.3694,0
2017/9/13,1.93,1.93,1.4721,0
2017/9/14,1.928,1.928,-0.1036,0
2017/9/15,1.944,1.944,0.8299,0
2017/9/16,1.944,1.944,0,0
2017/9/17,1.944,1.944,0,1
2017/9/18,1.966,1.966,1.1317,0
2017/9/19,1.95,1.95,-0.8138,0
2017/9/20,1.965,1.965,0.7692,0
2017/9/21,1.962,1.962,-0.1527,1
2017/9/22,1.978,1.978,0.8155,1
2017/9/23,1.978,1.978,0,0
2017/9/24,1.978,1.978,0,0
2017/9/25,1.993,1.993,0.7583,0
2017/9/26,1.981,1.981,-0.6021,0
2017/9/27,1.98,1.98,-0.0505,0
2017/9/28,1.991,1.991,0.5556,0
2017/9/29,2.004,2.004,0.6529,0
2017/9/30,2.004,2.004,0,1
2017/10/1,2.004,2.004,0,0
2017/10/2,2.004,2.004,0,1
2017/10/3,2.004,2.004,0,1
2017/10/4,2.004,2.004,0,0
2017/10/5,2.004,2.004,0,0
2017/10/6,2.004,2.004,0,0
2017/10/7,2.004,2.004,0,0
2017/10/8,2.004,2.004,0,0
2017/10/9,2.042,2.042,1.8962,0
2017/10/10,2.054,2.054,0.5877,1
2017/10/11,2.092,2.092,1.85,0
2017/10/12,2.094,2.094,0.0956,0
2017/10/13,2.094,2.094,0,0
2017/10/14,2.094,2.094,0,0
2017/10/15,2.094,2.094,0,0
2017/10/16,2.079,2.079,-0.7163,0
2017/10/17,2.088,2.088,0.4329,0
2017/10/18,2.117,2.117,1.3889,0
2017/10/19,2.138,2.138,0.992,0
2017/10/20,2.115,2.115,-1.0758,0
2017/10/21,2.115,2.115,0,0
2017/10/22,2.115,2.115,0,1
2017/10/23,2.125,2.125,0.4728,0
2017/10/24,2.137,2.137,0.5647,0
2017/10/25,2.157,2.157,0.9359,0
2017/10/26,2.172,2.172,0.6954,0
2017/10/27,2.212,2.212,1.8416,0
2017/10/28,2.212,2.212,0,0
2017/10/29,2.212,2.212,0,1
2017/10/30,2.205,2.205,-0.3165,0
2017/10/31,2.189,2.189,-0.7256,0
2017/11/1,2.178,2.178,-0.5025,0
2017/11/2,2.194,2.194,0.7346,0
2017/11/3,2.197,2.197,0.1367,0
2017/11/4,2.197,2.197,0,0
2017/11/5,2.197,2.197,0,1
2017/11/6,2.258,2.258,2.7765,0
2017/11/7,2.256,2.256,-0.0886,0
2017/11/8,2.239,2.239,-0.7535,0
2017/11/9,2.254,2.254,0.6699,0
2017/11/10,2.306,2.306,2.307,0
2017/11/11,2.306,2.306,0,0
2017/11/12,2.306,2.306,0,0
